Timestamp,Temperature,Humidity
5:35:53 | 7-5-2024,22.68,60.96
5:36:53 | 7-5-2024,22.72,60.87
5:37:53 | 7-5-2024,22.76,60.67
5:38:53 | 7-5-2024,22.80,60.66
5:39:53 | 7-5-2024,22.82,60.56
5:40:53 | 7-5-2024,22.84,60.44
5:41:53 | 7-5-2024,22.83,60.49
5:42:53 | 7-5-2024,22.83,60.43
5:43:53 | 7-5-2024,22.80,60.58
5:44:53 | 7-5-2024,22.82,60.61
5:45:53 | 7-5-2024,22.81,60.60
5:46:53 | 7-5-2024,22.81,60.56
5:47:53 | 7-5-2024,22.78,60.76
5:48:53 | 7-5-2024,22.80,60.84
5:49:53 | 7-5-2024,22.79,60.75
5:50:53 | 7-5-2024,22.72,60.85
5:51:53 | 7-5-2024,22.76,60.87
5:52:53 | 7-5-2024,22.74,60.96
5:53:53 | 7-5-2024,22.74,60.99
5:54:53 | 7-5-2024,22.73,60.93
5:55:53 | 7-5-2024,22.80,60.79
5:56:53 | 7-5-2024,22.71,61.07
5:57:53 | 7-5-2024,22.76,61.06
5:58:53 | 7-5-2024,22.77,61.09
5:59:53 | 7-5-2024,22.72,61.19
6:0:53 | 7-5-2024,22.76,61.33
6:1:53 | 7-5-2024,22.79,61.24
6:2:53 | 7-5-2024,22.80,61.07
6:3:53 | 7-5-2024,22.79,61.09
6:4:53 | 7-5-2024,22.80,61.04
6:5:53 | 7-5-2024,22.80,61.01
6:6:53 | 7-5-2024,22.78,61.09
6:7:53 | 7-5-2024,22.78,61.07
6:8:53 | 7-5-2024,22.81,61.08
6:9:53 | 7-5-2024,22.78,61.04
6:10:53 | 7-5-2024,22.75,61.21
6:11:53 | 7-5-2024,22.80,61.08
6:12:53 | 7-5-2024,22.79,61.12
6:13:53 | 7-5-2024,22.84,61.07
6:14:53 | 7-5-2024,22.81,61.16
6:15:53 | 7-5-2024,22.82,61.01
6:16:53 | 7-5-2024,22.80,61.07
6:17:53 | 7-5-2024,22.81,61.04
6:18:53 | 7-5-2024,22.77,61.23
6:19:53 | 7-5-2024,22.73,61.27
6:20:53 | 7-5-2024,22.75,61.18
6:21:53 | 7-5-2024,22.76,61.20
6:22:53 | 7-5-2024,22.73,61.37
6:23:53 | 7-5-2024,22.77,61.34
6:24:53 | 7-5-2024,22.78,61.21
6:25:53 | 7-5-2024,22.80,61.18
6:26:53 | 7-5-2024,22.76,61.24
6:27:53 | 7-5-2024,22.75,61.28
6:28:53 | 7-5-2024,22.78,61.32
6:29:53 | 7-5-2024,22.73,61.46
6:30:53 | 7-5-2024,22.73,61.51
6:31:53 | 7-5-2024,22.69,61.80
6:32:53 | 7-5-2024,22.67,61.76
6:33:53 | 7-5-2024,22.69,61.69
6:34:53 | 7-5-2024,22.70,61.74
6:35:53 | 7-5-2024,22.72,61.68
6:36:53 | 7-5-2024,22.67,61.76
6:37:53 | 7-5-2024,22.72,61.66
6:38:53 | 7-5-2024,22.72,61.76
6:39:53 | 7-5-2024,22.70,61.68
6:40:53 | 7-5-2024,22.74,61.71
6:41:53 | 7-5-2024,22.70,61.62
6:42:53 | 7-5-2024,22.71,61.79
6:43:53 | 7-5-2024,22.77,61.63
6:44:53 | 7-5-2024,22.78,61.61
6:45:53 | 7-5-2024,22.76,61.67
6:46:53 | 7-5-2024,22.79,61.57
6:47:53 | 7-5-2024,22.73,61.92
6:48:53 | 7-5-2024,22.73,61.80
6:49:53 | 7-5-2024,22.74,61.86
6:50:53 | 7-5-2024,22.78,61.75
6:51:53 | 7-5-2024,22.77,61.68
6:52:53 | 7-5-2024,22.71,61.80
6:53:53 | 7-5-2024,22.76,61.67
6:54:53 | 7-5-2024,22.73,61.81
6:55:53 | 7-5-2024,22.79,61.83
6:56:53 | 7-5-2024,22.78,61.74
6:57:53 | 7-5-2024,22.78,61.68
6:58:53 | 7-5-2024,22.75,61.79
6:59:53 | 7-5-2024,22.70,61.82
7:0:53 | 7-5-2024,22.74,61.74
7:1:53 | 7-5-2024,22.77,61.77
7:2:53 | 7-5-2024,22.76,61.64
7:3:53 | 7-5-2024,22.76,61.77
7:4:53 | 7-5-2024,22.78,61.65
7:5:53 | 7-5-2024,22.78,61.59
7:6:53 | 7-5-2024,22.77,61.79
7:7:53 | 7-5-2024,22.76,61.87
7:8:53 | 7-5-2024,22.77,61.89
7:9:52 | 7-5-2024,22.83,61.67
7:10:53 | 7-5-2024,22.85,61.63
7:11:53 | 7-5-2024,22.84,61.64
7:12:53 | 7-5-2024,22.78,61.73
7:13:53 | 7-5-2024,22.80,61.80
7:14:53 | 7-5-2024,22.82,61.68
7:15:53 | 7-5-2024,22.85,61.61
7:16:53 | 7-5-2024,22.80,61.80
7:17:52 | 7-5-2024,22.82,61.70
7:18:53 | 7-5-2024,22.84,61.69
7:19:53 | 7-5-2024,22.81,61.89
7:20:52 | 7-5-2024,22.87,61.64
7:21:53 | 7-5-2024,22.89,61.67
7:22:53 | 7-5-2024,22.87,61.65
7:23:53 | 7-5-2024,22.90,61.69
7:24:53 | 7-5-2024,22.91,61.52
7:25:52 | 7-5-2024,22.91,61.53
7:26:53 | 7-5-2024,22.92,61.41
7:27:53 | 7-5-2024,22.89,61.47
7:28:52 | 7-5-2024,22.91,61.37
7:29:53 | 7-5-2024,22.91,61.49
7:30:52 | 7-5-2024,22.88,61.38
7:31:53 | 7-5-2024,22.87,61.47
7:32:53 | 7-5-2024,22.87,61.51
7:33:52 | 7-5-2024,22.84,61.51
7:34:53 | 7-5-2024,22.81,61.67
7:35:53 | 7-5-2024,22.86,61.55
7:36:53 | 7-5-2024,22.84,61.61
7:37:53 | 7-5-2024,22.81,61.58
7:38:52 | 7-5-2024,22.85,61.57
7:39:53 | 7-5-2024,22.88,61.68
7:40:53 | 7-5-2024,22.86,61.62
7:41:52 | 7-5-2024,22.88,61.60
7:42:53 | 7-5-2024,22.84,61.68
7:43:53 | 7-5-2024,22.87,61.63
7:44:53 | 7-5-2024,22.82,61.58
7:45:53 | 7-5-2024,22.82,61.66
7:46:52 | 7-5-2024,22.84,61.58
7:47:53 | 7-5-2024,22.84,61.60
7:48:53 | 7-5-2024,22.87,61.60
7:49:52 | 7-5-2024,22.90,61.39
7:50:53 | 7-5-2024,22.93,61.32
7:51:52 | 7-5-2024,22.89,61.43
7:52:53 | 7-5-2024,22.85,61.57
7:53:53 | 7-5-2024,22.90,61.37
7:54:52 | 7-5-2024,22.93,61.14
7:55:53 | 7-5-2024,22.90,61.43
7:56:52 | 7-5-2024,22.92,61.30
7:57:53 | 7-5-2024,22.95,61.28
7:58:53 | 7-5-2024,22.93,61.35
7:59:52 | 7-5-2024,22.93,61.25
8:0:53 | 7-5-2024,22.97,61.14
8:1:52 | 7-5-2024,22.92,61.34
8:2:53 | 7-5-2024,22.95,61.20
8:3:53 | 7-5-2024,22.91,61.35
8:4:52 | 7-5-2024,22.89,61.39
8:5:53 | 7-5-2024,22.89,61.42
8:6:52 | 7-5-2024,22.94,61.24
8:7:53 | 7-5-2024,22.89,61.45
8:8:53 | 7-5-2024,22.91,61.33
8:9:52 | 7-5-2024,22.93,61.24
8:10:53 | 7-5-2024,22.97,60.95
8:11:52 | 7-5-2024,22.94,61.23
8:12:53 | 7-5-2024,22.92,60.99
8:13:53 | 7-5-2024,22.88,61.21
8:14:52 | 7-5-2024,22.89,61.18
8:15:53 | 7-5-2024,22.87,61.32
8:16:52 | 7-5-2024,22.82,61.40
8:17:53 | 7-5-2024,22.88,61.22
8:18:53 | 7-5-2024,22.89,61.30
8:19:52 | 7-5-2024,22.88,61.39
8:20:53 | 7-5-2024,22.88,61.20
8:21:52 | 7-5-2024,22.91,61.05
8:22:52 | 7-5-2024,22.91,61.28
8:23:53 | 7-5-2024,22.95,60.85
8:24:52 | 7-5-2024,22.93,60.91
8:25:53 | 7-5-2024,22.91,61.08
8:26:52 | 7-5-2024,22.92,61.00
8:27:52 | 7-5-2024,22.87,61.10
8:28:53 | 7-5-2024,22.89,61.07
8:29:52 | 7-5-2024,22.90,61.00
8:30:53 | 7-5-2024,22.91,60.97
8:31:52 | 7-5-2024,22.90,61.01
8:32:53 | 7-5-2024,22.82,61.04
8:33:52 | 7-5-2024,22.62,61.83
8:34:53 | 7-5-2024,22.50,62.27
8:35:52 | 7-5-2024,22.47,62.36
8:36:52 | 7-5-2024,22.42,62.52
8:37:53 | 7-5-2024,22.44,62.49
8:38:52 | 7-5-2024,22.32,62.65
8:39:52 | 7-5-2024,22.21,62.98
8:40:53 | 7-5-2024,22.26,62.87
8:41:52 | 7-5-2024,22.22,63.03
8:42:53 | 7-5-2024,22.24,62.83
8:43:52 | 7-5-2024,22.33,62.66
8:44:52 | 7-5-2024,22.40,62.38
8:45:53 | 7-5-2024,22.41,62.27
8:46:52 | 7-5-2024,22.47,62.05
8:47:52 | 7-5-2024,22.32,62.21
8:48:53 | 7-5-2024,22.41,62.07
8:49:52 | 7-5-2024,22.35,62.05
8:50:52 | 7-5-2024,22.23,62.27
8:51:53 | 7-5-2024,22.22,62.40
8:52:52 | 7-5-2024,22.29,62.15
8:53:52 | 7-5-2024,22.37,61.89
8:54:53 | 7-5-2024,22.32,61.83
8:55:52 | 7-5-2024,22.28,62.03
8:56:52 | 7-5-2024,22.30,61.87
8:57:53 | 7-5-2024,22.25,61.90
8:58:52 | 7-5-2024,22.29,61.81
8:59:52 | 7-5-2024,22.19,61.88
9:0:53 | 7-5-2024,22.22,61.96
9:1:52 | 7-5-2024,22.34,61.98
9:2:52 | 7-5-2024,22.82,61.46
9:3:52 | 7-5-2024,22.98,60.53
9:4:52 | 7-5-2024,23.29,59.58
9:5:52 | 7-5-2024,23.43,59.28
9:6:53 | 7-5-2024,23.50,58.89
9:7:52 | 7-5-2024,23.50,58.52
9:8:52 | 7-5-2024,23.74,58.09
9:9:52 | 7-5-2024,23.97,57.44
9:10:52 | 7-5-2024,24.30,56.79
9:11:52 | 7-5-2024,24.55,56.13
9:12:52 | 7-5-2024,24.71,55.53
9:13:53 | 7-5-2024,24.85,55.11
9:14:52 | 7-5-2024,25.12,54.57
9:15:52 | 7-5-2024,25.20,54.15
9:16:53 | 7-5-2024,25.37,53.48
9:17:52 | 7-5-2024,25.49,53.49
9:18:52 | 7-5-2024,25.55,52.92
9:19:52 | 7-5-2024,25.73,52.65
9:20:52 | 7-5-2024,25.59,52.86
9:21:52 | 7-5-2024,25.67,52.71
9:22:52 | 7-5-2024,25.52,52.40
9:23:52 | 7-5-2024,25.68,52.68
9:24:52 | 7-5-2024,25.56,52.46
9:25:52 | 7-5-2024,25.34,52.77
9:26:53 | 7-5-2024,25.16,53.18
9:27:52 | 7-5-2024,25.05,53.52
9:28:52 | 7-5-2024,25.49,53.49
